구분,화장실명,소재지도로명주소,소재지지번주소,전화번호,개방시간상세
공중화장실,도봉동어르신복지관,서울특별시 도봉구 도봉로169가길 52,서울특별시 도봉구 도봉동 580-5,02-3491-3356,09:00~18:00
공중화장실,시립도봉노인복지관,서울특별시 도봉구 도당로2길 12-13,서울특별시 도봉구 쌍문동 19-12,02-993-9900,09:00~18:00
공중화장실,도봉서원종합사회복지관,서울특별시 도봉구 마들로 668,서울특별시 도봉구 도봉동 636-9,02-3494-4755,09:00-20:00
공중화장실,방아골종합사회복지관,서울특별시 도봉구 시루봉로17길 42,서울특별시 도봉구 방학동 396-19,02-3491-0500,09:00~20:00
공중화장실,창동종합사회복지관,서울특별시 도봉구 덕릉로 329,서울특별시 도봉구 창동 374,02-993-3222,09:00~21:00
공중화장실,쌍문동청소년랜드,서울특별시 도봉구 노해로 140,서울특별시 도봉구 쌍문동 381-4,02-999-0170,09:00~21:00
공중화장실,창동청소년문화의집,서울특별시 도봉구 덕릉로62길 89,서울특별시 도봉구 창동 462-2,02-908-0924,09:00~21:00
공중화장실,도봉동청소년문화의집,서울특별시 도봉구 도봉로180나길 33-61,서울특별시 도봉구 도봉동 58-2,02-6953-3256,09:00~21:00
공중화장실,쌍문동청소년문화의집,서울특별시 도봉구 시루봉로2길 34,서울특별시 도봉구 쌍문동 산80-1,02-908-0457,(화-토)9:00~21:00+(일) 9:00~18:00
공중화장실,도봉청소년누리터위드,서울특별시 도봉구 덕릉로59길 18,서울특별시 도봉구 창동 601-41,02-903-1318,(평일) 09:00~21:00+(주말) 09:00~18:00
개방화장실,노원교주유소,서울특별시 도봉구 마들로 776,서울특별시 도봉구 도봉동 629,02-956-5189,24시간
개방화장실,이케이에너지 주식회사,서울특별시 도봉구 도봉로 941,서울특별시 도봉구 도봉동 298-2,02-2266-1448,24시간
개방화장실,지에스칼텍스(주)도봉주유소,서울특별시 도봉구 도봉로 895,서울특별시 도봉구 도봉동 561-6,02-954-0118,24시간
공중화장실,북선 공중화장실,"서울특별시 성북구 북악산로 949-34, 북선공중화장실 (종암동)",서울특별시 성북구 종암동 산 2-27 북선공중화장실,02-2241-4422,24시간
공중화장실,북악숲속 공중화장실,서울특별시 성북구 정릉로 72 (정릉동),서울특별시 성북구 정릉동 산 1-214,02-2241-4422,24시간
공중화장실,북한산 에코체험관 공중화장실,서울특별시 성북구 정릉로24길 110-14(정릉동),서울특별시 성북구 정릉동 산 87-102,02-2241-3663,24시간
공중화장실,북한산보국문역 여객화장실,"서울특별시 성북구 보국문로 지하88, 북한산보국문역 (정릉동)",서울특별시 성북구 정릉동 289-94 북한산보국문역,02-3499-5575,05~24
공중화장실,북한산 생태숲 공중화장실,"서울특별시 성북구 솔샘로25길 121-50, 북한산 자연학습장 (정릉동)",서울특별시 성북구 정릉동 231 북한산 자연학습장,02-2241-3663,24시간
공중화장실,상월곡동 공중화장실,서울특별시 성북구 장월로1가길 99 (상월곡동),서울특별시 성북구 상월곡동 산 1-1,02-2241-4422,24시간
개방화장실,서경로꿈마루도서관,"서울특별시 성북구 서경로 94-1, 서경로꿈마루도서관 (정릉동)",서울특별시 성북구 정릉동 227-176 서경로꿈마루도서관,02-6906-9367,09:00~18:00
공중화장실,성북2동 공중화장실,서울특별시 성북구 성북로26가길 9 (성북동)[*미고시],서울특별시 성북구 성북동 303-19,02-2241-4422,24시간
개방화장실,오복주유소,서울특별시 도봉구 방학로 43,서울특별시 도봉구 방학동 724-5,02-3494-1500,24시간
개방화장실,㈜자연에너지 햇살주유소,서울특별시 도봉구 방학로 142,서울특별시 도봉구 방학동 691-5,02-954-4555,06:00-24:00
개방화장실,지에스칼텍스(주)방학동주유소,서울특별시 도봉구 방학로 186,서울특별시 도봉구 방학동 668-10,02-3493-5189,06:00-24:00
개방화장실,에이치디현대오일뱅크(주)영신주유소,서울특별시 도봉구 방학로 151,서울특별시 도봉구 방학동 671-2,02-956-5152,06:00-24:00
개방화장실,한이에너지(주)쌍문주유소,서울특별시 도봉구 도봉로 547,서울특별시 도봉구 쌍문동 699,02-992-0220,24시간
개방화장실,쌍문셀프주유소,서울특별시 도봉구 노해로 161,서울특별시 도봉구 쌍문동 342-1,02-998-9704,24시간
개방화장실,삼미상사(주) 북부주유소,서울특별시 도봉구 도봉로 437,서울특별시 도봉구 쌍문동 103-7,02-992-5561,24시간
개방화장실,동일석유(주) 창동주유소,서울특별시 도봉구 도봉로 434,서울특별시 도봉구 창동 650-65,02-902-5544,06:00-24:00
개방화장실,대성산업(주) 신창주유소,서울특별시 도봉구 덕릉로 267,서울특별시 도봉구 창동 603-84,02-905-4441,24시간
개방화장실,구도일주유소 파크빌,서울특별시 도봉구 해등로3길 86,서울특별시 도봉구 창동 676-72,02-906-5104,06:00-24:00
개방화장실,구도일주유소 도봉,서울특별시 도봉구 도봉로 706,서울특별시 도봉구 방학동 705-15,02-3491-3454,24시간
개방화장실,㈜이마트 창동점,서울특별시 도봉구 노해로65길 4,서울특별시 도봉구 창동 135-26,02-901-1112,10:00~22:00
개방화장실,홈플러스㈜ 방학점,서울특별시 도봉구 도봉로 678,서울특별시 도봉구 방학동 707-7,02-912-2080,10:00~24:00
개방화장실,신동아프라자,서울특별시 도봉구 방학로 223,서울특별시 도봉구 방학동 271-2,02-956-4004,08:00~10:00
개방화장실,(사)도봉한신쇼핑상가,서울특별시 도봉구 도봉로180나길 41,서울특별시 도봉구 도봉동 30-1,02-954-6442,07:00~10:00
개방화장실,도봉한양프라자,서울특별시 도봉구 마들로724,서울특별시 도봉구 도봉동 657,02-954-2799,00:00~24:00
개방화장실,대우상가,서울특별시 도봉구 덕릉로63가길 61,서울특별시 도봉구 창동 804,02-905-5362,05:00~23:00
공중화장실,창동역동측,서울특별시 도봉구 마들로11길 75-1,서울특별시 도봉구 창동 20,02-2091-3253,상시
개방화장실,신촌동 주민센터,서대문구 연세로2나길 47,서대문구 창천동 4-62,02-330-4357,평일 09:00~18:00
개방화장실,성북구립미술관,"서울특별시 성북구 성북로 134, 성북구립미술관, 글로벌빌리지센터 (성북동)","서울특별시 성북구 성북동 246 성북구립미술관, 글로벌빌리지센터",02-6906-3138,09:00~18:00
개방화장실,성북구민회관,"서울특별시 성북구 성북로4길 177, 성북구민회관 (돈암동)",서울특별시 성북구 돈암동 606-258 성북구민회관,02-6906-3144,06:00~22:00
개방화장실,성북구보건소,"서울특별시 성북구 화랑로 63, 성북구보건소 (하월곡동)",서울특별시 성북구 하월곡동 46-1 성북구보건소,02-2241-5907,08:00~21:00
공중화장실,성북근린공원 공중화장실,없음,서울특별시 성북구 성북동 168-274,02-2241-3667,24시간
공중화장실,성북성터 공중화장실,서울특별시 성북구 성북로23길 129-2 (성북동),서울특별시 성북구 성북동 산 25-168,02-2241-4422,24시간
개방화장실,성북예술창작터,"서울특별시 성북구 성북로 23, 성북예술창작터 (성북동1가)",서울특별시 성북구 성북동1가 74-1 성북예술창작터,02-2038-9989,10:00~18:00
개방화장실,성북장애인복지관,"서울특별시 성북구 화랑로 130, 장애인복지관 (하월곡동)",서울특별시 성북구 하월곡동 11-11 장애인복지관,02-915-9200,09:00~18:00
개방화장실,성북펜싱체육관,서울특별시 성북구 종암로24가길 109(종암동),서울특별시 성북구 종암동 104-4,02-2241-0685,06:00~22:00
공중화장실,성신여대입구역 공중화장실,"서울특별시 성북구 동소문로 지하102, 성신여대입구역 (동선동4가)",서울특별시 성북구 동선동4가 1 성신여대입구역,02-6110-4181,06~24
개방화장실,육아종합지원센터(월곡),"서울특별시 성북구 오패산로10길 19, 성북구육아종합지원센터 (하월곡동)",서울특별시 성북구 하월곡동 222-6 성북구육아종합지원센터,02-918-8080,09:00~18:00
공중화장실,장위3동마을공원 공중화장실,서울특별시 성북구 돌곶이로32길 39-8(장위동),서울특별시 성북구 장위동 77-79,02-2241-3682,24시간
공중화장실,정릉1호 공중화장실,서울특별시 성북구 보국문로30길 64 (정릉동),서울특별시 성북구 정릉동 산 1-1,02-2241-4422,24시간
공중화장실,정릉어울림마당 공중화장실,서울특별시 성북구 솔샘로17길 4 (정릉동),서울특별시 성북구 정릉동 746-4,02-2241-4422,24시간
공중화장실,정릉천 공중화장실,없음,서울특별시 동대문구 청량리동 207-71,02-2241-4422,24시간
공중화장실,종암마을마당 공중화장실,서울특별시 성북구 종암로30길 114 (종암동),서울특별시 성북구 종암동 108-1,02-2241-4422,24시간
이동화장실,중랑천 이동식 공중화장실,없음,서울특별시 성북구 석관동 375-3 중랑천변,02-2241-4422,24시간
개방화장실,청수도서관,서울특별시 성북구 보국문로16가길 20(정릉동),서울특별시 성북구 정릉동 266-121,02-2038-4423,09:00~18:00
공중화장실,한성대입구역 공중화장실,"서울특별시 성북구 삼선교로 지하1, 한성대입구역 (삼선동1가)",서울특별시 성북구 삼선동1가 14 한성대입구역,02-6110-4191,06~24
개방화장실,해오름도서관,"서울특별시 성북구 성북로4길 52(돈암동, 한신한진아파트)",서울특별시 성북구 돈암동 609-1 한신한진아파트,02-6925-7002,09:00~18:00
개방화장실,장위실버복지센터,서울특별시 성북구 한천로 708 (장위동),서울특별시 성북구 장위동 158-15,02-2241-2542,09:00~18:00
공중화장실,월곡구민운동장,"서울특별시 성북구 화랑로13길 144, 성북구민체육관 (하월곡동)",서울특별시 성북구 하월곡동 산 2-1 성북구민체육관,02-2241-0651,24시간
공중화장실,월곡인조잔디구장,"서울특별시 성북구 화랑로13길 144, 월곡인조잔디구장 (하월곡동)",서울특별시 성북구 하월곡동 산 2-1 월곡인조잔디구장,02-2241-0651,24시간
개방화장실,장위뉴타워 개방화장실,"서울특별시 성북구 화랑로 248, 장위뉴타워 (석관동)",서울특별시 성북구 석관동 349-1 장위뉴타워,02-967-3500,24시간
개방화장실,아리랑시네센터,"서울특별시 성북구 아리랑로 82, 아리랑시네센터및아리랑정보도서관 (돈암동)",서울특별시 성북구 돈암동 538-98 아리랑시네센터및아리랑정보도서관,02-3291-5540,09:00~22:00
개방화장실,아리랑도서관,"서울특별시 성북구 아리랑로 82, 아리랑시네센터및아리랑정보도서관 (돈암동)",서울특별시 성북구 돈암동 538-98 아리랑시네센터및아리랑정보도서관,02-3291-4990,"(평일)09:00~22:00(주말)09:00~18:00 (2,4주 월 휴관)"
공중화장실,삼선어린이공원 공중화장실,"서울특별시 성북구 삼선교로4길 147, 삼선어린이집 (삼선동1가)",서울특별시 성북구 삼선동1가 303 삼선어린이집,02-2241-3689,24시간
공중화장실,개운산근린공원 공중화장실,"서울특별시 성북구 북악산로 949-73, 개운산 근린공원 이용지원센터 (돈암동)",서울특별시 성북구 돈암동 산 6-1 개운산 근린공원 이용지원센터,02-2241-3664,24시간
공중화장실,정릉역 여객화장실,"서울특별시 성북구 아리랑로 지하122, 정릉역 (정릉동)",서울특별시 성북구 정릉동 966-330 정릉역,02-3499-5575,05~24
공중화장실,보문역 공중화장실,"서울특별시 성북구 보문로 지하116, 보문역 (보문동1가)",서울특별시 성북구 보문동1가 127-1 보문역,02-6311-6381,05~24
공중화장실,안암역 공중화장실 지하1층,"서울특별시 성북구 고려대로 지하 89, 안암역 (안암동5가)",서울특별시 성북구 안암동5가 146-1 안암역,02-6311-6391,05~24
공중화장실,안암역 공중화장실 지하2층,"서울특별시 성북구 고려대로 지하89, 안암역 (안암동5가)",서울특별시 성북구 안암동5가 146-1 안암역,02-6311-6391,05~24
공중화장실,상월곡역 공중화장실,"서울특별시 성북구 화랑로 지하157, 상월곡역 (상월곡동)",서울특별시 성북구 상월곡동 26-1 상월곡역,02-6311-6421,05~24
공중화장실,고려대역 공중화장실,"서울특별시 성북구 종암로 지하1, 고려대역 (종암동)",서울특별시 성북구 종암동 29-18 고려대역,02-6311-6401,05~24
개방화장실,시네마빌딩 화장실,"서울특별시 성북구 아리랑로12길 4, 시네마빌딩 (돈암동)",서울특별시 성북구 돈암동 538-59,02-6906-9243,09:00~18:00
개방화장실,아리랑어린이도서관,"서울특별시 성북구 아리랑로 75(돈암동, 돈암코오롱하늘채)",서울특별시 성북구 돈암동 644 돈암코오롱하늘채,02-3291-4992,09:00~18:00
공중화장실,안암동 공중화장실,서울특별시 성북구 고려대로8길 7-2 (안암동2가),서울특별시 성북구 안암동2가 140-3,02-2241-4422,24시간
공중화장실,안암지구대,"서울특별시 성북구 지봉로21길 45, 안암지구대 (보문동3가)",서울특별시 성북구 보문동3가 1-1 안암지구대,02-920-1820,24시간
공중화장실,우이천 공중화장실,서울특별시 성북구 장월로 179 (장위동),서울특별시 성북구 장위동 157-22,02-2241-4422,24시간
공중화장실,월곡1동 공중화장실,서울특별시 성북구 오패산로3길 77 (하월곡동),서울특별시 성북구 하월곡동 96-78,02-2241-4422,24시간
공중화장실,월곡광장 공중화장실,서울특별시 성북구 장위로4길 49 (하월곡동),서울특별시 성북구 하월곡동 228-3,02-2241-4422,24시간
개방화장실,월곡꿈그림도서관,"서울특별시 성북구 화랑로13길 17, 진각종 (하월곡동)",서울특별시 성북구 하월곡동 22 진각종,02-6949-1553,09:00~18:00
개방화장실,월곡배드민턴체육관,"서울특별시 성북구 화랑로13길 130, 구립월곡배드민턴전용체욱관 (하월곡동)",서울특별시 성북구 하월곡동 산 2-86 구립월곡배드민턴전용체욱관,02-909-3497,06:00~22:00
공중화장실,월곡역 공중화장실,"서울특별시 성북구 월곡로 지하107, 월곡역 (하월곡동)",서울특별시 성북구 하월곡동 35-1 월곡역,02-6311-6411,05~24
공중화장실,초안산 족구장,서울특별시 도봉구 해등로 13 (창동),서울특별시 도봉구 창동 산 137-4,02-2091-3757,상시
공중화장실,무수골도서관 화장실,서울특별시 도봉구 도봉로175길 7-10 (도봉동),서울특별시 도봉구 도봉동 578-12,02-3492-0078,09:00-18:00
개방화장실,개운산스포츠센터,"서울특별시 성북구 북악산로 949-60, 개운산스포츠센터 (종암동)",서울특별시 성북구 종암동 54-182 개운산스포츠센터,02-925-9960,06:00~22:00
공중화장실,길음역 공중화장실,"서울특별시 성북구 동소문로 지하248, 길음역 (길음동)",서울특별시 성북구 길음동 877-66 길음역,02-6110-4171,06~24
개방화장실,길음환승주차장,"서울특별시 성북구 동소문로 260, 길음역환승주차장 (하월곡동)",서울특별시 성북구 하월곡동 104-112 길음역환승주차장,02-2241-0722,24시간
공중화장실,꿈나라어린이공원 공중화장실,서울특별시 성북구 안암로3길 33(보문동7가),서울특별시 성북구 보문동7가 108-2,02-2241-3689,24시간
공중화장실,친환경나눔텃밭,서울특별시 도봉구 우이천로 394 (쌍문동),서울특별시 도봉구 쌍문동 443-11,02-2091-3764,상시
공중화장실,초안산근린공원,"서울특별시 도봉구 해등로3길 48-11, 초안산근린공원관리사무소 (창동)",서울특별시 도봉구 창동 산 24 초안산근린공원관리사무소,02-2091-3764,상시
공중화장실,청심천배드민턴장,서울특별시 도봉구 노해로57길 94 (쌍문동),서울특별시 도봉구 쌍문동 산 83-29,02-2091-3764,상시
공중화장실,힐사이드배드민턴장,서울특별시 도봉구 도봉로163길 30 (도봉동),서울특별시 도봉구 도봉동 산 98-13,02-2091-3764,상시
공중화장실,국제배드민턴장,서울특별시 도봉구 도봉로163길 29 (도봉동),서울특별시 도봉구 도봉동 산 98-9,02-2091-3764,상시
공중화장실,율곡약수터,서울특별시 도봉구 시루봉로23나길 37 (도봉동),서울특별시 도봉구 도봉동 산 96-1,02-2091-3464,상시
공중화장실,장수배드민턴장,서울특별시 도봉구 시루봉로15길 106 (방학동),서울특별시 도봉구 방학동 414-3,02-2091-3765,상시
공중화장실,신방학초교 뒤,서울특별시 도봉구 해등로32가길 104 (방학동),서울특별시 도봉구 방학동 553-4,02-2091-3764,상시
공중화장실,쌍문둘리근린공원,"서울특별시 도봉구 시루봉로1길 6, 둘리뮤지엄 (쌍문동)",서울특별시 도봉구 쌍문동 산 240-5 둘리뮤지엄,02-2091-3757,상시
공중화장실,다락원체육공원,"서울특별시 도봉구 창포원로 45, 다락원 체육공원 (도봉동)",서울특별시 도봉구 도봉동 8 다락원 체육공원,02-2091-3753,상시
공중화장실,도봉산역(7) 지상1층 환승통로,"서울특별시 도봉구 도봉로 964-40, 도봉산역7호선 (도봉동)",서울특별시 도봉구 도봉동 38-3 도봉산역7호선,02-6311-7101,상시
공중화장실,도봉산역(7),"서울특별시 도봉구 도봉로 964-40, 도봉산역7호선 (도봉동)",서울특별시 도봉구 도봉동 38-3 도봉산역7호선,02-6311-7101,상시
공중화장실,쌍문역(4) 지하1층,"서울특별시 도봉구 도봉로 지하 486-1, 쌍문역 (창동)",서울특별시 도봉구 창동 703-4 쌍문역,02-6110-4121,상시
공중화장실,창동역 대합실 안,"서울특별시 도봉구 마들로11길 77, 창동역 (창동)",서울특별시 도봉구 창동 135-1 창동역,02-6110-4121,상시
공중화장실,솔밭공원역 여객화장실,서울특별시 도봉구 삼양로 592 (쌍문동),서울특별시 도봉구 쌍문동 507-53,02-3499-5575,상시
개방화장실,연일가스산업 화장실,서울특별시 서대문구 수색로 123,서울특별시 서대문구 북가좌동 392-27,02-330-8741,00:00~24:00
개방화장실,연희주유소 화장실,서울특별시 서대문구 연희로 129,서울특별시 서대문구 연희동 89-7,02-330-8741,05:00~22:00
개방화장실,㈜안국에너지 삼보주유소 화장실,서울특별시 서대문구 연희로 78,서울특별시 서대문구 연희동194-32,02-330-8741,07:00~23:00
개방화장실,홍제동주유소 화장실,서울특별시 서대문구 통일로 372,서울특별시 서대문구 홍제동22-3,02-330-8741,06:00~23:00
개방화장실,독립문주유소 화장실,서울특별시 서대문구 통일로 384,서울특별시 서대문구 홍제동103-9,02-330-8741,06:00~23:50
개방화장실,㈜창원이엔지 홍제지점 화장실,서울특별시 서대문구 통일로 455,서울특별시 서대문구 홍제동 330-61,02-330-8741,05:00~23:00
공중화장실,탕춘대,서울 서대문구 포방터2길 105,홍은동 9-698(하천),02-330-1708,24시간
공중화장실,신기한놀이터,-,홍제동 산 41-29,02-330-1708,24시간
공중화장실,복주산근린공원,서울 서대문구 북아현로 37,북아현동 144-1,02-330-1708,24시간
공중화장실,무궁화동산 족구장,-,홍제2동 산1-52,02-330-1708,24시간
공중화장실,안산초입,-,천연동 산5,02-330-1708,24시간
공중화장실,창천근린공원,-,창천동4-55,02-330-1708,24시간
공중화장실,봉원마을마당,서울특별시 서대문구 봉원사길 57,봉원동 51-12,02-330-1708,24시간
공중화장실,돌산축구장,-,홍은동 10-305,02-330-1708,24시간
공중화장실,홍은한마당,서울 서대문구 홍은중앙로3길 84,홍은동 14-22 뒤편 공원 야외무대 북측,02-330-1708,24시간
공중화장실,홍록배드민턴장,-,홍은동 산 1-88(배드민턴장 좌측 자락길 도보2분),02-330-1708,24시간
공중화장실,호박골지구,서울 서대문구 홍은중앙로9길 81,홍은동 10-211 뒤 공원 놀이터 옆(호박골사랑방),02-330-1708,24시간
공중화장실,돈암마을마당 공중화장실,서울특별시 성북구 북악산로 876 (돈암동),서울특별시 성북구 돈암동 51-5,02-2241-4422,24시간
공중화장실,돌곶이역 공중화장실,"서울특별시 성북구 화랑로 지하243, 돌곶이역 (석관동)",서울특별시 성북구 석관동 349-8 돌곶이역,02-6311-6431,05~24
공중화장실,동망봉어린이공원 공중화장실,"서울특별시 성북구 보문사길 30, 보문동동망봉할머니경로당 (보문동3가)",서울특별시 성북구 보문동3가 229-1 보문동동망봉할머니경로당,02-2241-3689,24시간
공중화장실,모랫말근린공원 공중화장실,서울특별시 성북구 종암로34길 16(하월곡동),서울특별시 성북구 하월곡동 90-206,02-2241-3689,24시간
개방화장실,성북구의회,"서울특별시 성북구 북악산로 949-60, 성북구의회청사 (종암동)",서울특별시 성북구 종암동 54-182 성북구의회청사,02-2241-5854,09:00~18:00
공중화장실,오동근린 공원화장실,"서울특별시 성북구 화랑로13길 144, 성북구민체육관 (하월곡동)",서울특별시 성북구 하월곡동 산 2-1 성북구민체육관,02-2241-0655,24시간
개방화장실,석관동미리내도서관,서울특별시 성북구 한천로66길 203(석관동),서울특별시 성북구 석관동 134-2,02-6906-9333,09:00~18:00
개방화장실,청년살이발전소,"서울특별시 성북구 정릉로23길 56, 2층 (정릉동)",서울특별시 성북구 정릉동 405-4,02-919-8059,09:00~18:00
개방화장실,정릉종합사회복지관,"서울특별시 성북구 솔샘로5길 92, 정릉종합사회복지관 (정릉동)",서울특별시 성북구 정릉동 산 1-293 정릉종합사회복지관,02-909-0434,09:00~18:00
개방화장실,서울남대문경찰서,서울특별시 중구 한강대로 410,남대문로5가 567,02-778-0112,정시
개방화장실,서울중구청,서울특별시 중구 창경궁로 17,예관동 120-1,02-3396-4505,09:00~18:00
개방화장실,광희동주민센터,서울특별시 중구 퇴계로 303-9,광희동1가 252,02-3396-6655,09:00~18:00
개방화장실,다산동주민센터,서울특별시 중구 동호로15길 50,신당동 432-24,02-3396-6743,09:00~21:00
개방화장실,동화동주민센터,서울특별시 중구 다산로36길 100,신당동 850,02-3396-6860,09:00~21:00
개방화장실,명동주민센터,서울특별시 중구 퇴계로 20길 3,남산동2가 9-6,02-3396-6565,09:00~18:00
개방화장실,소공동주민센터,서울특별시 중구 남대문로1길 31-5,북창동 20-5,02-3396-6502,09:00~18:00
개방화장실,신당5동주민센터,서울특별시 중구 다산로44길 85,신당동 150-7,02-3396-6830,09:00~18:00
개방화장실,신당동주민센터,서울특별시 중구 청구로8길 22,신당동 304-734,02-3396-6727,09:00~18:00
개방화장실,약수동주민센터,서울특별시 중구 다산로 92,약수동 366-15,02-3396-6770,09:00~18:00
개방화장실,을지로동주민센터,서울특별시 중구 충무로9길 19,을지로3가 65-13,02-3396-6680,08:00~21:00
개방화장실,장충동주민센터,서울특별시 중구 장충단로8길 22,장충동1가 37-14,02-3396-8502,09:00~18:00
개방화장실,중림동주민센터,서울특별시 중구 만리재로 175,만리동2가,02-3396-6920,09:00~21:00
개방화장실,청구동주민센터,서울특별시 중구 청구로3길 55,청구동 333-17,02-3396-6803,09:00~18:00
개방화장실,필동주민센터,서울특별시 중구 퇴계로36길 42,필동2가 78-2,02-3396-6590,09:00~18:00
공중화장실,창동역 서측화장실,"서울특별시 도봉구 마들로11길 77, 창동역 (창동)",서울특별시 도봉구 창동 135-1 창동역,02-2091-3254,상시
공중화장실,창동역 동측 공중화장실,"서울특별시 도봉구 마들로11길 75-1, 가로판매대 (창동)",서울특별시 도봉구 창동 20 가로판매대,02-2091-3254,상시
공중화장실,방학사거리 공중화장실,서울특별시 도봉구 방학로 101 (방학동),서울특별시 도봉구 방학동 677,02-2091-3254,상시
공중화장실,방학천 공중화장실,서울특별시 도봉구 도당로6길 36 (방학동),서울특별시 도봉구 방학동 265-3,02-2091-3254,상시
공중화장실,도봉산입구 공중화장실,서울특별시 도봉구 도봉산4가길 10 (도봉동),서울특별시 도봉구 도봉동 282-23,02-2091-3254,상시
개방화장실,창2동 주민센터 화장실,"서울특별시 도봉구 덕릉로59길 73-3, 창2동주민센터(창동보건지소) (창동)",서울특별시 도봉구 창동 632-73 창2동주민센터(창동보건지소),02-2091-5704,09:00-18:00
공중화장실,중랑천변1 공중화장실,"서울특별시 도봉구 도봉로180길 6-119, 삼환도봉아파트 (도봉동)",서울특별시 도봉구 도봉동 87 삼환도봉아파트,02-2091-4117,상시
공중화장실,우이천 공중화장실,서울특별시 도봉구 우이천로 294-1 (쌍문동),서울특별시 도봉구 쌍문동 103-153,02-2091-4115,상시
공중화장실,홈플러스 화장실,"서울특별시 도봉구 도봉로 678, 홈플러스데스코㈜방학점 (방학동)",서울특별시 도봉구 방학동 707-7 홈플러스데스코㈜방학점,02-912-2080,10:00-22:00
개방화장실,방학1동 주민센터 화장실,"서울특별시 도봉구 방학로2길 27, 방학1동주민센터 (방학동)",서울특별시 도봉구 방학동 687-27 방학1동주민센터,02-2091-5608,09:00-18:00
공중화장실,우이천 2 공중화장실,서울특별시 도봉구 우이천로 226 (창동),서울특별시 도봉구 창동 585-66,02-2091-4114,상시
공중화장실,우이천 공중화장실,"서울특별시 도봉구 우이천로39길 52, 덕성여자대학교 (쌍문동)",서울특별시 도봉구 쌍문동 418-5 덕성여자대학교,02-2091-4114,상시
개방화장실,방학2동 주민센터 화장실,"서울특별시 도봉구 시루봉로 226, 방학2동주민센터 (방학동)",서울특별시 도봉구 방학동 621-2 방학2동주민센터,02-2091-5630,09:00-18:00
공중화장실,둘리뮤지엄 화장실,"서울특별시 도봉구 시루봉로1길 6, 둘리뮤지엄 (쌍문동)",서울특별시 도봉구 쌍문동 산 240-5 둘리뮤지엄,02-990-2200,10:00-18:00
공중화장실,둘리쌍문공원 세심천,서울특별시 도봉구 시루봉로 65-59,서울특별시 도봉구 방학동 산90-14,02-2091-3757,상시
개방화장실,홍제1동 자치회관,서울특별시 서대문구 통일로27길 19,서울특별시 서대문구 홍제동 85-1,02-330-2121,평일 09:00~18:00
개방화장실,홍제1동 주민센터,서대무구 통일로 435-1,서대문구 홍제동 171-1,02-330-8121,평일 09:00~18:00
개방화장실,주영빌딩 개방화장실,연희로333,주영빌딩 화장실,02-330-1592,03:00~23:00
개방화장실,성북청소년미래지원센터,"서울특별시 성북구 오패산로3길 87, 성북청소년미래지원센터 (하월곡동)",서울특별시 성북구 하월곡동 96-76 성북청소년미래지원센터,02-2241-2489,09:00~18:00
개방화장실,성북정보도서관,"서울특별시 성북구 화랑로18자길 13, 성북정보도서관 (상월곡동)",서울특별시 성북구 상월곡동 24-348 성북정보도서관,02-6906-9317,09:00~22:00
개방화장실,성북아동청소년센터,"서울특별시 성북구 정릉로 242, 성북아동청소년센터 (정릉동)",서울특별시 성북구 정릉동 966-1 성북아동청소년센터,02-2241-2447,08:00~19:00
개방화장실,길음종합사회복지관,"서울특별시 성북구 삼양로2길 55, 길음종합사회복지관 (길음동)",서울특별시 성북구 길음동 1289-12 길음종합사회복지관,02-985-0161,09:00~18:00
개방화장실,달빛마루도서관,"서울특별시 성북구 종암로 167(하월곡동, 동일하이빌뉴시티)",서울특별시 성북구 하월곡동 230 동일하이빌뉴시티,02-911-0993,09:00~18:00
개방화장실,장위어울림센터,서울특별시 성북구 장위로8길 20(장위동),서울특별시 성북구 장위동 231-259,02-2241-2795,09:00~18:00
개방화장실,성북구민체육관,"서울특별시 성북구 화랑로13길 144, 성북구민체육관 (하월곡동)",서울특별시 성북구 하월곡동 산 2-1 성북구민체육관,02-2241-0655,06:00~22:00
개방화장실,정릉도서관,"서울특별시 성북구 정릉로 242, 성북아동청소년센터 (정릉동)",서울특별시 성북구 정릉동 966-1 성북아동청소년센터,02-2038-9928,09:00~18:00
개방화장실,서울성북미디어문화마루,"서울특별시 성북구 길음로7길 20, 서울성북 미디어문화마루 (길음동)",서울특별시 성북구 길음동 1286-8 서울성북 미디어문화마루,02-6906-9271,05:30~23:00
개방화장실,장위행복누림도서관,서울특별시 성북구 장위로21다길 53 (장위동),서울특별시 성북구 장위동 224-12,02-6906-9393,09:00~18:00
개방화장실,정릉1동 주민센터,"서울특별시 성북구 정릉로38마길 33, 정릉1동 주민센터 (정릉동)",서울특별시 성북구 정릉동 1020 정릉1동 주민센터,02-2241-5280,09:00~18:00
개방화장실,중구의회,서울특별시 중구 을지로39길 40,을지로6가 18-14,02-3396-8155,09:00~18:00
개방화장실,중구보건소,서울특별시 중구 다산로 39길 16,무학동 50-5,02-3396-6322,09:00~18:00
개방화장실,서울역(1) 화장실,서울특별시 중구 세종대로 지하 2,봉래동2가 122,02-6110-1331,05:00~24:00
공중화장실,발바닥공원 화장실,"서울특별시 도봉구 시루봉로 94, 방학3동주민센터 (방학동)",서울특별시 도봉구 방학동 273 방학3동주민센터,02-2091-3772,상시
공중화장실,둘리도서관 화장실,"서울특별시 도봉구 시루봉로1길 6, 둘리뮤지엄 (쌍문동)",서울특별시 도봉구 쌍문동 산 240-5 둘리뮤지엄,070-4291-1112,10:00-17:30
